Department	CourseID	Credits	Course Name	
PAGN	274	0.5	PHYSICAL EDUCATION (Im not manually labing all these)	
PAGN	275	0.5	PHYSICAL EDUCATION (Im not manually labing all these)	
PAGN	277	0.5	PHYSICAL EDUCATION (Im not manually labing all these)	
PAGN	279	0.5	PHYSICAL EDUCATION (Im not manually labing all these)	
PAGN	280	0.5	PHYSICAL EDUCATION (Im not manually labing all these)	
PAGN	281	0.5	PHYSICAL EDUCATION (Im not manually labing all these)	
PAGN	282	0.5	PHYSICAL EDUCATION (Im not manually labing all these)	
PAGN	285	0.5	PHYSICAL EDUCATION (Im not manually labing all these)	
PAGN	286	0.5	PHYSICAL EDUCATION (Im not manually labing all these)	
PAGN	287	0.5	PHYSICAL EDUCATION (Im not manually labing all these)	
PEGN	201	3.0	PETROLEUM ENGINEERING FUNDAMENTALS	
PEGN	305	2.0	COMPUTATIONAL METHODS IN PETROLEUM ENGINEERING	
PEGN	308	3.0	RESERVOIR ROCK PROPERTIES	
PEGN	311	3.0	DRILLING ENGINEERING	
PEGN	312	3.0	PROPERTIES OF PETROLEUM ENGINEERING FLUIDS	
PEGN	411	3.0	MECHANICS OF PETROLEUM PRODUCTION	
PEGN	414	3.0	WELL TESTING AND ANALYSIS	
PEGN	419	3.0	WELL LOG ANALYSIS AND FORMATION EVALUATION	
PEGN	423	3.0	PETROLEUM RESERVOIR ENGINEERING I	
PEGN	424	3.0	PETROLEUM RESERVOIR ENGINEERING II	
PEGN	426	3.0	FORMATION DAMAGE AND STIMULATION	
PEGN	430	3.0	ENVIRONMENTAL LAW AND SUSTAINABILITY	
PEGN	438	3.0	PETROLEUM DATA ANALYTICS	
PEGN	460	3.0	FLOW IN PIPE NETWORKS	
PEGN	461	3.0	SURFACE FACILITIES DESIGN AND OPERATION	
PEGN	490	3.0	RESERVOIR GEOMECHANICS	
PHGN	100	4.5	PHYSICS I - MECHANICS	
PHGN	200	4.5	PHYSICS II - ELECTROMAGNETISM AND OPTICS	
PHGN	200	4.5	PHYSICS II-ELECTROMAGNETISM AND OPTICS	
PHGN	215	4.0	ANALOG ELECTRONICS	
PHGN	300	3.0	PHYSICS III-MODERN PHYSICS I	
PHGN	317	3.0	SEMICONDUCTOR CIRCUITS- DIGITAL	
PHGN	320	4.0	MODERN PHYSICS II: BASICS OF QUANTUM MECHANICS	
PHGN	419	3.0	PRINCIPLES OF SOLAR ENERGY SYSTEMS	
PHGN	433	3.0	BIOPHYSICS	
PHGN	435	3.0	INTERDISCIPLINARY MICROELECTRONICS PROCESSING LABORATORY	
PHGN	440	3.0	SOLID STATE PHYSICS	
PHGN	441	3.0	SOLID STATE PHYSICS APPLICATIONS AND PHENOMENA	
PHGN	462	3.0	ELECTROMAGNETIC WAVES AND OPTICAL PHYSICS	
